"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"HRV","GDPHRWKD","TOT","IDX2010","A","2006",103.716278,
"HRV","GDPHRWKD","TOT","IDX2010","A","2007",105.721053,
"HRV","GDPHRWKD","TOT","IDX2010","A","2008",105.248015,
"HRV","GDPHRWKD","TOT","IDX2010","A","2009",98.407184,
"HRV","GDPHRWKD","TOT","IDX2010","A","2010",100,
"HRV","GDPHRWKD","TOT","IDX2010","A","2011",103.828157,
"HRV","GDPHRWKD","TOT","IDX2010","A","2012",106.234631,
"HRV","GDPHRWKD","TOT","IDX2010","A","2013",109.29746,
"HRV","GDPHRWKD","TOT","IDX2010","A","2014",107.346282,
"HRV","GDPHRWKD","TOT","IDX2010","A","2015",112.411999,
"HRV","GDPHRWKD","TOT","IDX2010","A","2016",115.533009,
"HRV","GDPHRWKD","TOT","IDX2010","A","2017",117.305785,
"HRV","GDPHRWKD","TOT","IDX2010","A","2018",119.141051,
"PER","GDPHRWKD","TOT","IDX2010","A","2007",86.377223,
"PER","GDPHRWKD","TOT","IDX2010","A","2008",93.104764,
"PER","GDPHRWKD","TOT","IDX2010","A","2009",93.185843,
"PER","GDPHRWKD","TOT","IDX2010","A","2010",100,
"PER","GDPHRWKD","TOT","IDX2010","A","2011",104.820822,
"PER","GDPHRWKD","TOT","IDX2010","A","2012",110.050144,
"PER","GDPHRWKD","TOT","IDX2010","A","2013",116.238016,
"PER","GDPHRWKD","TOT","IDX2010","A","2014",118.619541,
"ROU","GDPHRWKD","TOT","IDX2010","A","2001",56.587792,
"ROU","GDPHRWKD","TOT","IDX2010","A","2002",66.059702,
"ROU","GDPHRWKD","TOT","IDX2010","A","2003",68.746886,
"ROU","GDPHRWKD","TOT","IDX2010","A","2004",76.826256,
"ROU","GDPHRWKD","TOT","IDX2010","A","2005",81.348941,
"ROU","GDPHRWKD","TOT","IDX2010","A","2006",86.517681,
"ROU","GDPHRWKD","TOT","IDX2010","A","2007",92.002121,
"ROU","GDPHRWKD","TOT","IDX2010","A","2008",102.978523,
"ROU","GDPHRWKD","TOT","IDX2010","A","2009",102.085912,
"ROU","GDPHRWKD","TOT","IDX2010","A","2010",100,
"ROU","GDPHRWKD","TOT","IDX2010","A","2011",103.944,
"ROU","GDPHRWKD","TOT","IDX2010","A","2012",106.776744,"B"
"ROU","GDPHRWKD","TOT","IDX2010","A","2013",111.822362,
"ROU","GDPHRWKD","TOT","IDX2010","A","2014",115.654669,
"ROU","GDPHRWKD","TOT","IDX2010","A","2015",122.134288,
"ROU","GDPHRWKD","TOT","IDX2010","A","2016",127.785447,
"ROU","GDPHRWKD","TOT","IDX2010","A","2017",135.414897,
"ROU","GDPHRWKD","TOT","IDX2010","A","2018",140.285545,
